Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
BLOCK 1101,11/22/2020,0:00:00,16.87,17.38,16.45,78.1,0,0.03,2.75,291.93,1008.91,0
BLOCK 1101,11/22/2020,1:00:00,16.62,17.27,15.87,86.95,0,0.06,1.04,284.24,1008.92,0
BLOCK 1101,11/22/2020,2:00:00,16.48,16.87,15.94,89.38,0,0.08,2.24,340.01,1008.75,0
BLOCK 1101,11/22/2020,3:00:00,16.47,16.89,15.8,88.97,0,0.05,3.6,3.02,1008.53,0
BLOCK 1101,11/22/2020,4:00:00,16.27,16.61,15.96,91.32,0,0.04,3.38,35.22,1008.52,0
BLOCK 1101,11/22/2020,5:00:00,16.4,16.63,16.11,90.98,0,0.05,3.28,51.8,1008.79,0
BLOCK 1101,11/22/2020,6:00:00,15.32,16.1,14.62,91.88,0,1.04,2.72,77.43,1009.18,0
BLOCK 1101,11/22/2020,7:00:00,15.74,17.26,15.26,85.12,0,42.71,3.27,91.54,1009.52,0.02
BLOCK 1101,11/22/2020,8:00:00,21.36,24.74,17.27,59.46,0,260.6,2.41,119,1010.01,0.18
BLOCK 1101,11/22/2020,9:00:00,25.01,25.94,24.18,51.78,0,421.82,3.93,161.19,1010.32,0.34
BLOCK 1101,11/22/2020,10:00:00,27.48,28.47,25.89,44.97,0,540.97,6.59,161.62,1010.19,0.49
BLOCK 1101,11/22/2020,11:00:00,29.87,31.4,28.42,39.71,0,605.82,5.96,184.2,1009.56,0.57
BLOCK 1101,11/22/2020,12:00:00,32.22,33.61,31.09,32.22,0,610.1,6.83,241.23,1008.6,0.66
BLOCK 1101,11/22/2020,13:00:00,33.71,34.47,32.75,28.94,0,558.93,6.99,242.27,1007.53,0.68
BLOCK 1101,11/22/2020,14:00:00,33.71,34.33,33.14,33.76,0,445.6,10.4,280.93,1006.73,0.67
BLOCK 1101,11/22/2020,15:00:00,33.32,34.18,32.26,31.62,0,298.67,14.44,275.27,1006.22,0.69
BLOCK 1101,11/22/2020,16:00:00,31.15,32.27,29.84,35.11,0,133.46,16.11,286.29,1006.08,0.58
BLOCK 1101,11/22/2020,17:00:00,27.96,29.85,25.81,41.35,0,23.31,10.7,281.05,1006.27,0.34
BLOCK 1101,11/22/2020,18:00:00,24.29,25.8,22.9,50.55,0,0.04,7.32,282.7,1006.6,0.19
BLOCK 1101,11/22/2020,19:00:00,21.63,22.91,20.52,58.19,0,0.07,5.44,279.79,1006.93,0.11
BLOCK 1101,11/22/2020,20:00:00,19.43,20.52,18.74,63.65,0,0.04,4.18,297.44,1007.08,0.11
BLOCK 1101,11/22/2020,21:00:00,18.89,19.47,18.4,74.12,0,0.05,1.59,70.19,1007.37,0.05
BLOCK 1101,11/22/2020,22:00:00,17.94,18.92,16.46,75.91,0,0.08,1.69,129.45,1007.49,0.05
BLOCK 1101,11/22/2020,23:00:00,16.9,17.46,16.42,81.73,0,0.04,1.3,158.98,1007.55,0.03
BLOCK 1101,11/23/2020,0:00:00,16.52,17.59,15.6,85.02,0,0.06,3.26,119.09,1007.58,0
BLOCK 1101,11/23/2020,1:00:00,16.43,16.81,16.01,85.75,0,0.06,4.54,107.5,1007.48,0.01
BLOCK 1101,11/23/2020,2:00:00,16.17,16.48,15.81,83.87,0,0.04,5,103.99,1007.2,0.02
BLOCK 1101,11/23/2020,3:00:00,15.47,16.2,14.7,82.97,0,0.06,2.83,102.98,1007.02,0
BLOCK 1101,11/23/2020,4:00:00,14.99,15.79,14.03,77.9,0,0.07,1.77,107.02,1007.1,0
BLOCK 1101,11/23/2020,5:00:00,15.2,15.92,14.34,76.29,0,0.06,3.26,92.93,1007.39,0.01
BLOCK 1101,11/23/2020,6:00:00,14.28,15.14,13.59,78.29,0,0.93,4.57,110.42,1007.59,0.02
BLOCK 1101,11/23/2020,7:00:00,14.55,15.58,13.75,78.05,0,34.89,2.47,105.61,1008.18,0.02
BLOCK 1101,11/23/2020,8:00:00,20.13,22.57,15.59,61.59,0,258.35,1.49,183.38,1009.17,0.16
BLOCK 1101,11/23/2020,9:00:00,22.72,25.2,20.97,65.53,0,425.87,3.28,156.72,1009.72,0.28
BLOCK 1101,11/23/2020,10:00:00,25.72,26.73,25,63.28,0,544.08,6.29,226.06,1010.05,0.39
BLOCK 1101,11/23/2020,11:00:00,27.49,28.9,25.99,53.61,0,610.37,8.48,204.92,1009.67,0.5
BLOCK 1101,11/23/2020,12:00:00,28.53,29.16,27.93,45.31,0,615.07,12.37,177.61,1008.83,0.59
BLOCK 1101,11/23/2020,13:00:00,29.25,30.11,28.63,41.39,0,553.82,14.6,192.32,1008.08,0.63
BLOCK 1101,11/23/2020,14:00:00,29.43,30.01,28.83,38.12,0,442.1,14.33,177.74,1007.63,0.61
BLOCK 1101,11/23/2020,15:00:00,28.78,29.61,27.72,44.22,0,290.33,14.32,179.02,1007.35,0.5
BLOCK 1101,11/23/2020,16:00:00,27.38,28.26,26.65,50.76,0,130.67,13.19,192.05,1007.23,0.36
BLOCK 1101,11/23/2020,17:00:00,25.3,26.65,23.34,58.4,0,18.03,8.46,197,1007.62,0.19
BLOCK 1101,11/23/2020,18:00:00,22.42,23.33,21.91,69.37,0,0.08,4.32,177.43,1007.88,0.06
BLOCK 1101,11/23/2020,19:00:00,20.82,22.02,19.98,80.9,0,0.02,2.78,185.11,1008.37,0
BLOCK 1101,11/23/2020,20:00:00,19.77,20.36,19.3,86.95,0,0.04,1.21,169.56,1008.81,0.03
BLOCK 1101,11/23/2020,21:00:00,19.2,20.14,17.83,91.7,0,0.08,3.27,102.75,1009.13,0.03
BLOCK 1101,11/23/2020,22:00:00,18.33,19.04,17.85,92.57,0,0.06,3.25,71.7,1009.19,0.03
BLOCK 1101,11/23/2020,23:00:00,17.63,17.93,17.52,92.28,0,0.03,2.61,82.3,1009.14,0.03
BLOCK 1101,11/24/2020,0:00:00,18.57,19.7,17.56,88.37,0,0.03,5.49,111.91,1009.17,0.01
BLOCK 1101,11/24/2020,1:00:00,20.03,20.23,19.69,89.27,0,0.04,4.78,112.11,1009.03,0
BLOCK 1101,11/24/2020,2:00:00,19.76,20.01,19.53,89.55,0,0.04,2.51,70.24,1009.03,0
BLOCK 1101,11/24/2020,3:00:00,20.04,20.14,19.9,87.37,0,0.04,1.8,77.59,1009.4,0
BLOCK 1101,11/24/2020,4:00:00,19.78,20,19.41,88.15,0,0.02,4,7.85,1009.69,0
BLOCK 1101,11/24/2020,5:00:00,18.77,19.71,18.02,91.6,0,0.04,3.89,60.47,1009.86,0
BLOCK 1101,11/24/2020,6:00:00,17.56,18.08,16.87,93.23,0,0.93,3.66,53.42,1010.44,0
BLOCK 1101,11/24/2020,7:00:00,17.02,17.84,16.53,93.95,0,41.45,2.13,26.09,1011.16,0
BLOCK 1101,11/24/2020,8:00:00,20.76,23.33,17.86,81.61,0,247.43,2.87,18.67,1011.79,0.14
BLOCK 1101,11/24/2020,9:00:00,23.47,24.93,22.32,71,0,416.52,3.37,38.65,1012.54,0.27
BLOCK 1101,11/24/2020,10:00:00,25.81,27.62,24.51,66.15,0,541.03,3.08,64.42,1012.79,0.37
BLOCK 1101,11/24/2020,11:00:00,27.54,28.64,26.78,48.69,0,609.92,6.59,317.35,1012.36,0.51
BLOCK 1101,11/24/2020,12:00:00,28.22,29.22,27.37,39.94,0,614.27,9.49,310.79,1011.71,0.59
BLOCK 1101,11/24/2020,13:00:00,28.92,29.8,28.1,30.65,0,547.03,9.11,310.65,1010.85,0.62
BLOCK 1101,11/24/2020,14:00:00,29.39,30.02,28.83,26.17,0,453.67,12.16,286.37,1010.3,0.67
BLOCK 1101,11/24/2020,15:00:00,28.19,29.15,27.11,30.44,0,298.38,18.42,285.83,1010.26,0.63
BLOCK 1101,11/24/2020,16:00:00,26.23,27.51,24.76,36.84,0,134.8,19.25,284.37,1010.45,0.5
BLOCK 1101,11/24/2020,17:00:00,23.25,24.75,21.73,54.86,0,19.62,15.74,286.03,1010.77,0.27
BLOCK 1101,11/24/2020,18:00:00,20.77,21.75,19.77,67.91,0,0.05,11.71,289.66,1011.27,0.14
BLOCK 1101,11/24/2020,19:00:00,18.79,19.81,17.85,76.89,0,0.03,6.94,276.06,1011.83,0.06
BLOCK 1101,11/24/2020,20:00:00,17.07,17.85,16.76,84,0,0.06,3.4,271.68,1012.28,0.05
BLOCK 1101,11/24/2020,21:00:00,15.88,16.8,15.48,90.2,0,0.05,4.15,306.54,1012.54,0.04
BLOCK 1101,11/24/2020,22:00:00,15.49,15.81,15.12,93.13,0,0.05,2.26,309.61,1012.62,0.02
BLOCK 1101,11/24/2020,23:00:00,14.85,15.6,13.89,93.75,0,0.06,3.27,113.5,1012.9,0.02
BLOCK 1101,11/25/2020,0:00:00,13.83,14.92,13.25,92.72,0,0.06,3.52,126.75,1013.07,0
BLOCK 1101,11/25/2020,1:00:00,13.5,13.85,13.04,94.3,0,0.03,3.18,109.28,1013.04,0
BLOCK 1101,11/25/2020,2:00:00,12.45,13.09,12.04,95.32,0,0.06,4.98,101.96,1012.98,0
BLOCK 1101,11/25/2020,3:00:00,11.73,12.12,11.48,92.3,0,0.1,5.02,44.13,1012.99,0
BLOCK 1101,11/25/2020,4:00:00,11.67,11.93,11.42,91.52,0,0.09,4.3,35.31,1012.93,0
BLOCK 1101,11/25/2020,5:00:00,11.47,12.61,10.72,92.52,0,0.09,1.85,47.78,1013.16,0
BLOCK 1101,11/25/2020,6:00:00,10.24,11.66,8.72,92.28,0,0.87,1.62,38.13,1013.66,0
BLOCK 1101,11/25/2020,7:00:00,10.46,11.55,9.44,94.62,0,37.56,2.11,304.22,1014.29,0
BLOCK 1101,11/25/2020,8:00:00,15.8,17.52,11.55,82.96,0,204.65,2.44,18.27,1014.92,0.09
BLOCK 1101,11/25/2020,9:00:00,18.99,20.92,17.08,67.35,0,334.12,10.1,14.29,1015.26,0.23
BLOCK 1101,11/25/2020,10:00:00,21.94,23.14,20.89,56.06,0,485.25,12.94,349.03,1015.22,0.37
BLOCK 1101,11/25/2020,11:00:00,24.17,25.09,22.87,49.37,0,530.82,10.66,332.3,1014.57,0.45
BLOCK 1101,11/25/2020,12:00:00,26.17,27.08,25.09,43.3,0,567.38,10.22,307.99,1013.64,0.52
BLOCK 1101,11/25/2020,13:00:00,27.56,28.41,26.71,37.25,0,451.92,10.1,296.32,1012.66,0.53
BLOCK 1101,11/25/2020,14:00:00,28.26,29.09,27.75,34.94,0,341.25,13.06,291.75,1011.9,0.56
BLOCK 1101,11/25/2020,15:00:00,27.62,28.6,27,44.55,0,251.5,19.56,270.67,1011.46,0.51
BLOCK 1101,11/25/2020,16:00:00,25.37,27.02,23.93,49.78,0,96.86,19.69,289.06,1011.54,0.38
BLOCK 1101,11/25/2020,17:00:00,22.78,23.94,21.45,55.57,0,11.78,12.99,282.41,1011.42,0.23
BLOCK 1101,11/25/2020,18:00:00,20.47,21.46,19.64,64.96,0,0.04,10.21,287.43,1011.52,0.14
BLOCK 1101,11/25/2020,19:00:00,18.68,19.65,18.07,72.98,0,0.04,10.2,305.64,1011.82,0.09
BLOCK 1101,11/25/2020,20:00:00,17.47,18.08,16.79,77.01,0,0.04,7.42,312.08,1011.79,0.09
BLOCK 1101,11/25/2020,21:00:00,16.28,16.79,15.98,80.67,0,0.05,3.61,305.65,1011.84,0.06
BLOCK 1101,11/25/2020,22:00:00,15.82,16.26,15.24,83.7,0,0.04,1.32,41.52,1012.11,0.03
BLOCK 1101,11/25/2020,23:00:00,15.08,15.67,14.47,85.4,0,0.06,2.39,100.19,1012.03,0.04
BLOCK 1101,11/26/2020,0:00:00,13.69,14.51,12.77,87.38,0,0.05,2.72,136.36,1012.05,0
BLOCK 1101,11/26/2020,1:00:00,13.11,13.54,12.54,89.28,0,0.07,2.43,145.96,1011.63,0
BLOCK 1101,11/26/2020,2:00:00,12.02,12.83,11.15,92.42,0,0.11,1.48,135.41,1011.43,0
BLOCK 1101,11/26/2020,3:00:00,11.67,12.02,11.21,94.1,0,0.1,1.97,81.58,1011.3,0
BLOCK 1101,11/26/2020,4:00:00,11.05,11.7,10.79,93.03,0,0.08,2.98,50.36,1011.17,0
BLOCK 1101,11/26/2020,5:00:00,10.74,11.34,10.34,90.73,0,0.08,5.63,45.48,1011.14,0
BLOCK 1101,11/26/2020,6:00:00,10.17,10.89,9.58,89.38,0,0.46,3.67,79.56,1011.6,0
BLOCK 1101,11/26/2020,7:00:00,11.06,12.16,9.74,89.83,0,26.3,4.76,25.61,1012.1,0.01
BLOCK 1101,11/26/2020,8:00:00,14.68,17.99,12.08,76.95,0,195.63,4.62,42.34,1012.68,0.1
BLOCK 1101,11/26/2020,9:00:00,19.68,22.23,17.57,60.85,0,380.13,5.7,24.31,1013.08,0.26
BLOCK 1101,11/26/2020,10:00:00,24.46,26.02,22.21,42.41,0,484.8,1.8,39.23,1013.33,0.35
BLOCK 1101,11/26/2020,11:00:00,26.31,27.89,25.04,37.69,0,544.52,2.22,20.76,1012.77,0.42
BLOCK 1101,11/26/2020,12:00:00,27.65,28.69,26.9,33.66,0,516.4,8.12,167.09,1011.63,0.55
BLOCK 1101,11/26/2020,13:00:00,28.1,28.58,27.54,27.23,0,409.4,7.09,180.51,1010.84,0.52
BLOCK 1101,11/26/2020,14:00:00,28.03,28.93,27.33,28.24,0,285.27,10.49,195.73,1010.41,0.53
BLOCK 1101,11/26/2020,15:00:00,27.63,28.55,27.15,27.96,0,224.8,10.03,215.58,1010.05,0.49
BLOCK 1101,11/26/2020,16:00:00,26.65,28.25,25.35,30.75,0,107.86,12.08,233.12,1010.04,0.45
BLOCK 1101,11/26/2020,17:00:00,23.95,25.36,22.98,42.99,0,6,9.2,261.97,1010.41,0.26
BLOCK 1101,11/26/2020,18:00:00,21.51,22.98,20.54,51.06,0,0.02,4.55,274.4,1010.5,0.11
BLOCK 1101,11/26/2020,19:00:00,20.39,20.79,19.95,52.81,0,0.02,3.68,224.44,1011.32,0.08
BLOCK 1101,11/26/2020,20:00:00,19.3,19.95,18.56,60.5,0,0.06,1.18,214.05,1011.95,0.06
BLOCK 1101,11/26/2020,21:00:00,18.5,18.74,18.2,66.95,0,0.06,3.57,121.11,1012.46,0.09
BLOCK 1101,11/26/2020,22:00:00,18.25,18.41,18.02,71.25,0,0.03,3.26,104.55,1012.43,0.08
BLOCK 1101,11/26/2020,23:00:00,18.4,18.59,18.23,78.09,0,0.03,2.76,71.26,1012.53,0.06
BLOCK 1101,11/27/2020,0:00:00,18.44,18.83,18.07,82.93,0,0.04,2.68,83.03,1012.48,0
BLOCK 1101,11/27/2020,1:00:00,17.71,18.1,17.41,87.83,0,0.06,2.8,66.48,1012.41,0
BLOCK 1101,11/27/2020,2:00:00,17.23,17.53,16.53,89.68,0,0.05,3.09,60.41,1012.37,0
BLOCK 1101,11/27/2020,3:00:00,16.52,16.78,16.19,90.12,0,0.05,2.98,51.84,1012.22,0
BLOCK 1101,11/27/2020,4:00:00,16.14,16.33,15.33,90.13,0,0.04,2.75,49.27,1012.28,0
BLOCK 1101,11/27/2020,5:00:00,15.2,15.44,14.98,88.98,0,0.06,7.39,18.4,1012.21,0.01
BLOCK 1101,11/27/2020,6:00:00,14.95,15.14,14.74,84.55,0,0.55,6.52,12.91,1012.73,0.02
BLOCK 1101,11/27/2020,7:00:00,14.81,16.16,13.92,85.98,0,32.82,5.12,338.3,1013.32,0.02
BLOCK 1101,11/27/2020,8:00:00,17.8,18.98,16.14,71.12,0,234.68,11.7,337.04,1014.2,0.17
BLOCK 1101,11/27/2020,9:00:00,20.22,21.63,18.92,67.85,0,345.45,10.28,325.97,1014.56,0.24
BLOCK 1101,11/27/2020,10:00:00,22.39,23.41,21.38,64.23,0,499.75,10.18,309.13,1014.64,0.33
BLOCK 1101,11/27/2020,11:00:00,23.68,24.46,22.89,55.83,0,580.7,13.24,320.15,1014.07,0.43
BLOCK 1101,11/27/2020,12:00:00,24.8,25.38,24.11,42.72,0,593.72,13.93,322.32,1013.13,0.53
BLOCK 1101,11/27/2020,13:00:00,25.79,26.66,25.04,36.79,0,541.07,12.24,319.65,1012.07,0.56
BLOCK 1101,11/27/2020,14:00:00,26.36,27.09,25.92,35.74,0,410.85,13.38,302.61,1011.49,0.54
BLOCK 1101,11/27/2020,15:00:00,25.6,26.37,24.43,39.22,0,268.95,21.29,288.66,1011.19,0.52
BLOCK 1101,11/27/2020,16:00:00,23.27,24.47,21.97,46.23,0,114.99,24.92,287.9,1011.09,0.4
BLOCK 1101,11/27/2020,17:00:00,20.65,21.98,19.45,52.05,0,12.55,20.99,285.37,1011.39,0.28
BLOCK 1101,11/27/2020,18:00:00,18.55,19.5,17.74,60.21,0,0.06,19.12,286.36,1011.77,0.2
BLOCK 1101,11/27/2020,19:00:00,17.49,17.84,17.06,64.43,0,0.03,18.74,287.91,1012.05,0.17
BLOCK 1101,11/27/2020,20:00:00,16.64,17.1,16.3,62.95,0,0.06,16.64,299.14,1012.41,0.18
BLOCK 1101,11/27/2020,21:00:00,15.31,16.38,14.4,55.88,0,0.05,14.54,304.74,1012.57,0.2
BLOCK 1101,11/27/2020,22:00:00,13.95,14.46,13.33,58.72,0,0.06,12.75,308.52,1012.84,0.17
BLOCK 1101,11/27/2020,23:00:00,12.98,13.55,12.52,60.12,0,0.04,11.74,308.52,1012.85,0.15
BLOCK 1101,11/28/2020,0:00:00,12.06,12.7,11.32,60.23,0,0.08,11.63,304.86,1012.78,0.12
BLOCK 1101,11/28/2020,1:00:00,10.92,11.32,10.42,63.17,0,0.09,9.85,306.36,1012.61,0.09
BLOCK 1101,11/28/2020,2:00:00,10.49,10.91,9.92,64.04,0,0.08,10.67,306.05,1012.51,0.09
BLOCK 1101,11/28/2020,3:00:00,9.8,10.16,9.47,64.39,0,0.07,9.84,308.15,1012.44,0.08
BLOCK 1101,11/28/2020,4:00:00,9.19,9.62,8.7,64.69,0,0.06,7.94,307.41,1012.39,0.07
BLOCK 1101,11/28/2020,5:00:00,8.73,9.08,8.44,65.29,0,0.1,10.34,307.87,1012.62,0.08
BLOCK 1101,11/28/2020,6:00:00,8.65,9.14,8.33,63.1,0,0.5,10.39,311.08,1012.99,0.08
BLOCK 1101,11/28/2020,7:00:00,8.96,10.22,7.88,61.39,0,40.17,11.47,310.64,1013.77,0.1
BLOCK 1101,11/28/2020,8:00:00,12.41,14.47,10.22,47.79,0,231.3,15.96,319.11,1014.36,0.22
BLOCK 1101,11/28/2020,9:00:00,15.84,17.14,14.46,41.88,0,357.28,13.4,319.94,1014.86,0.31
BLOCK 1101,11/28/2020,10:00:00,18.48,19.78,17.07,36.6,0,421.38,13.39,318.57,1014.84,0.39
BLOCK 1101,11/28/2020,11:00:00,21.21,22.51,19.76,31.51,0,628.4,13.81,301.86,1014.11,0.53
BLOCK 1101,11/28/2020,12:00:00,22.49,23.69,21.64,30.36,0,566.87,15.1,309.68,1012.91,0.55
BLOCK 1101,11/28/2020,13:00:00,24.14,25.11,23.37,27.74,0,546.98,13.98,311.76,1011.54,0.59
BLOCK 1101,11/28/2020,14:00:00,24.8,25.37,24.33,26.95,0,429.32,14.83,296.86,1010.77,0.58
BLOCK 1101,11/28/2020,15:00:00,24.43,24.75,23.97,27.55,0,302.2,16.11,295.5,1010.62,0.54
BLOCK 1101,11/28/2020,16:00:00,22.84,24.2,21.17,35.83,0,132.23,20.27,283.93,1010.37,0.45
BLOCK 1101,11/28/2020,17:00:00,19.64,21.31,18.35,44.58,0,15.15,15.5,281.68,1010.28,0.28
BLOCK 1101,11/28/2020,18:00:00,17.15,18.49,16.25,52.19,0,0.07,11.48,277.52,1010.8,0.18
BLOCK 1101,11/28/2020,19:00:00,15.19,16.24,14.18,66.14,0,0.05,8.53,297.22,1011.04,0.09
BLOCK 1101,11/28/2020,20:00:00,13.43,14.19,12.97,73,0,0.05,6.12,294.61,1010.87,0.08
BLOCK 1101,11/28/2020,21:00:00,13.39,14.05,12.87,77.4,0,0.07,2.78,327.08,1010.8,0.05
BLOCK 1101,11/28/2020,22:00:00,11.81,12.86,11.13,82.03,0,0.11,3.22,306.99,1010.73,0.04
BLOCK 1101,11/28/2020,23:00:00,11.2,11.72,10.81,82.9,0,0.1,6.51,319.48,1010.5,0.05
BLOCK 1101,11/29/2020,0:00:00,11.22,11.54,10.87,80.06,0,0.08,4.64,339.42,1010.33,0.02
BLOCK 1101,11/29/2020,1:00:00,10.09,10.89,9.76,81.87,0,0.07,3.56,329.1,1010.1,0
BLOCK 1101,11/29/2020,2:00:00,10.03,10.67,9.58,76.69,0,0.09,3.6,32.89,1009.87,0.01
BLOCK 1101,11/29/2020,3:00:00,9.14,9.58,8.69,78.33,0,0.13,3.25,1.17,1010.28,0
BLOCK 1101,11/29/2020,4:00:00,8.65,9.09,8.4,76.11,0,0.12,3.06,5.33,1010.05,0.01
BLOCK 1101,11/29/2020,5:00:00,9.05,9.44,8.7,71.37,0,0.11,3.33,14.99,1010.3,0.02
BLOCK 1101,11/29/2020,6:00:00,8.35,8.95,7.29,73.41,0,0.57,3.32,22.46,1011.09,0.01
BLOCK 1101,11/29/2020,7:00:00,8.66,9.67,7.58,72.95,0,26.41,2.82,0.21,1011.38,0.02
BLOCK 1101,11/29/2020,8:00:00,12.54,14.79,9.64,63.02,0,197.43,5.63,305.75,1012.19,0.13
BLOCK 1101,11/29/2020,9:00:00,16.43,17.51,14.76,45.27,0,394.55,7.11,301.82,1012.93,0.29
BLOCK 1101,11/29/2020,10:00:00,19.5,21.01,17.27,37.33,0,543.77,6.41,304.17,1013.01,0.4
BLOCK 1101,11/29/2020,11:00:00,22,23.37,20.8,32.64,0,607.83,9.29,306.59,1012.71,0.51
BLOCK 1101,11/29/2020,12:00:00,24.38,25.74,23.24,28.62,0,570.3,9.16,303.09,1011.78,0.56
BLOCK 1101,11/29/2020,13:00:00,26.15,26.91,25.24,23.9,0,558.73,11.47,288.15,1010.83,0.64
BLOCK 1101,11/29/2020,14:00:00,26.42,26.96,25.94,25.3,0,448.37,13.52,292.87,1010.08,0.62
BLOCK 1101,11/29/2020,15:00:00,26.1,27.82,25.18,29.32,0,291.68,17.61,280.91,1009.87,0.58
BLOCK 1101,11/29/2020,16:00:00,23.91,25.46,22.27,34.49,0,125.04,19.57,279.3,1010,0.47
BLOCK 1101,11/29/2020,17:00:00,20.3,22.28,18.57,47.34,0,19.76,16.17,282.21,1010.17,0.28
BLOCK 1101,11/29/2020,18:00:00,17.67,18.57,16.62,60.63,0,0.06,11.94,287.29,1010.77,0.15
BLOCK 1101,11/29/2020,19:00:00,16.05,16.63,15.1,72.5,0,0.05,8.67,284.62,1011.35,0.08
BLOCK 1101,11/29/2020,20:00:00,14.61,15.11,14.11,79.17,0,0.06,1.95,324.57,1011.69,0.04
BLOCK 1101,11/29/2020,21:00:00,13.69,14.21,13.27,83.77,0,0.06,1.61,341.44,1011.95,0.03
BLOCK 1101,11/29/2020,22:00:00,11.92,13.55,10.41,85.23,0,0.11,2.81,295.64,1012.19,0.04
BLOCK 1101,11/29/2020,23:00:00,11.32,11.84,10.33,88.33,0,0.11,1.73,0.84,1012.02,0.03
BLOCK 1101,11/30/2020,0:00:00,10.51,11.57,10.02,89.88,0,0.08,2.33,4.61,1012.12,0
BLOCK 1101,11/30/2020,1:00:00,9.88,10.79,9.11,90.95,0,0.08,1.23,35.78,1011.95,0
BLOCK 1101,11/30/2020,2:00:00,9.52,10.25,8.76,92.63,0,0.11,1.16,55.46,1012.12,0
BLOCK 1101,11/30/2020,3:00:00,9.28,9.9,8.24,94.52,0,0.15,2.57,344.23,1012.35,0
BLOCK 1101,11/30/2020,4:00:00,8.5,9.3,7.48,93.32,0,0.11,2.27,15.63,1012.34,0
BLOCK 1101,11/30/2020,5:00:00,8.53,9.17,7.7,94.68,0,0.1,3.34,27.3,1012.52,0
BLOCK 1101,11/30/2020,6:00:00,8.09,8.76,7.48,95.3,0,0.53,1.28,105.11,1013.11,0
BLOCK 1101,11/30/2020,7:00:00,6.81,8.85,5.07,94.75,0,27.23,1.03,237.5,1013.93,0
BLOCK 1101,11/30/2020,8:00:00,12.25,14.82,8.85,78.61,0,206.9,5.94,30.14,1014.44,0.1
BLOCK 1101,11/30/2020,9:00:00,17.25,19.58,14.81,55.05,0,402.83,7.03,20.58,1014.72,0.27
BLOCK 1101,11/30/2020,10:00:00,20.85,22.29,19.48,41.66,0,520.03,6.69,356.06,1014.68,0.4
BLOCK 1101,11/30/2020,11:00:00,23.85,25.66,22.03,32.44,0,584.83,5.45,11.32,1014.13,0.49
BLOCK 1101,11/30/2020,12:00:00,26.83,28.32,25.11,27.15,0,592.9,4.47,328.6,1012.89,0.53
BLOCK 1101,11/30/2020,13:00:00,28.78,30.34,27.56,23.4,0,540.57,5.18,311.43,1011.67,0.56
BLOCK 1101,11/30/2020,14:00:00,30.47,31.58,29.22,20.47,0,434.77,5.3,284.65,1010.74,0.54
BLOCK 1101,11/30/2020,15:00:00,30.08,31.99,26.55,23.36,0,254.58,13.71,265.11,1010.22,0.65
BLOCK 1101,11/30/2020,16:00:00,24.53,26.65,23.03,37.62,0,100.79,21.56,285.95,1010.28,0.47
BLOCK 1101,11/30/2020,17:00:00,21.48,23.13,19.96,43.22,0,16.86,16.28,292.87,1010.52,0.32
BLOCK 1101,11/30/2020,18:00:00,18.94,19.98,18.27,49.61,0,0.06,11.9,300.81,1010.6,0.21
BLOCK 1101,11/30/2020,19:00:00,17.85,18.33,17.23,54.66,0,0.05,12.47,303.63,1010.95,0.18
BLOCK 1101,11/30/2020,20:00:00,17.13,17.31,16.9,67.07,0,0.03,12.52,304.28,1011.28,0.15
BLOCK 1101,11/30/2020,21:00:00,16.48,17.09,15.83,73.75,0,0.06,10.19,301.43,1011.65,0.11
BLOCK 1101,11/30/2020,22:00:00,15.06,15.84,14.41,80.78,0,0.05,4.74,342.11,1011.76,0.06
BLOCK 1101,11/30/2020,23:00:00,14.51,14.94,14.04,82.82,0,0.07,5.2,338.38,1011.5,0.06
BLOCK 1101,12/1/2020,0:00:00,14.07,14.73,13.74,81.58,0,0.05,3.38,351.63,1011.41,0
BLOCK 1101,12/1/2020,1:00:00,13.48,13.94,13.12,80.73,0,0.09,2.64,17.64,1011.32,0
BLOCK 1101,12/1/2020,2:00:00,12.69,13.13,12.29,78.54,0,0.11,3,25.84,1011.02,0
BLOCK 1101,12/1/2020,3:00:00,11.81,12.72,11.07,79.51,0,0.1,1.8,12.82,1010.98,0
BLOCK 1101,12/1/2020,4:00:00,10.72,11.35,9.69,85.43,0,0.08,2.03,314.04,1010.84,0
BLOCK 1101,12/1/2020,5:00:00,10.25,10.81,9.66,81.9,0,0.06,2.69,334.35,1011.04,0
BLOCK 1101,12/1/2020,6:00:00,11.44,11.79,10.82,61.11,0,0.46,1.86,13.81,1011.44,0.01
BLOCK 1101,12/1/2020,7:00:00,11.73,12.63,10.97,61.38,0,23.74,1.7,3.39,1012.08,0.01
BLOCK 1101,12/1/2020,8:00:00,16.13,19.32,12.62,59.26,0,245.58,1.96,313.76,1012.38,0.14
BLOCK 1101,12/1/2020,9:00:00,19.65,20.79,18.65,43.9,0,409.2,3.4,25.49,1012.8,0.29
BLOCK 1101,12/1/2020,10:00:00,22.02,23.53,20.58,36.19,0,527.82,4.54,9.73,1012.77,0.41
BLOCK 1101,12/1/2020,11:00:00,24.47,25.57,23.05,33.79,0,593,5.72,315.32,1012.42,0.5
BLOCK 1101,12/1/2020,12:00:00,26.25,27.47,25.22,32.1,0,600.6,8.07,293.01,1011.63,0.57
BLOCK 1101,12/1/2020,13:00:00,27.68,28.77,26.94,26.71,0,552.15,9.48,304.18,1010.48,0.63
