Estación,Fecha,hora,Temperatura promedio,Temperatura máxima,Temperatura mínima,Humedad relativa,Precipitación,Radiación solar,Velocidad del viento,Dirección de viento,Presión barométrica,Evapotranspiración
BLOCK 1101,3/12/2021,15:00:00,21.14,22,19.97,53.33,0,367.47,14.87,289.44,1014.95,0.34
BLOCK 1101,3/12/2021,16:00:00,19.02,20,18.25,61.78,0,154.13,13.73,288.87,1014.72,0.21
BLOCK 1101,3/12/2021,17:00:00,17.34,18.28,16.45,68.09,0,59.09,9.94,293.78,1014.61,0.12
BLOCK 1101,3/12/2021,18:00:00,15.92,16.47,15.4,76.58,0,12,5.42,287.19,1014.57,0.04
BLOCK 1101,3/12/2021,19:00:00,14.87,15.39,14.43,81.7,0,0.06,4.46,290.91,1014.94,0.01
BLOCK 1101,3/12/2021,20:00:00,14.12,14.53,13.64,82.92,0,0.07,4.49,296.01,1015.57,0.05
BLOCK 1101,3/12/2021,21:00:00,12.68,13.86,11.54,86.98,0,0.08,3.98,307.72,1016.32,0.04
BLOCK 1101,3/12/2021,22:00:00,11.21,11.57,10.75,91.58,0,0.04,1.08,287.34,1016.67,0.02
BLOCK 1101,3/12/2021,23:00:00,10.88,11.17,10.52,91.87,0,0.07,0.53,268.62,1016.98,0.02
BLOCK 1101,3/13/2021,0:00:00,10.61,10.8,10.44,88.78,0,0.09,4.67,300.58,1017.37,0
BLOCK 1101,3/13/2021,1:00:00,10.56,10.83,10.09,90.93,0,0.1,5.44,304.55,1017.63,0
BLOCK 1101,3/13/2021,2:00:00,9.98,10.3,9.1,90.88,0,0.09,7.11,305.65,1017.56,0
BLOCK 1101,3/13/2021,3:00:00,8.84,9.11,8.35,93.17,0,0.09,5.8,312.83,1017.45,0
BLOCK 1101,3/13/2021,4:00:00,7.96,8.49,7.46,91.63,0,0.03,5.21,318.23,1017.65,0
BLOCK 1101,3/13/2021,5:00:00,7.14,7.47,6.79,92.07,0,0.06,4.76,320.22,1018.18,0
BLOCK 1101,3/13/2021,6:00:00,6.78,6.98,6.49,90.92,0,4.34,5.31,339.41,1019,0
BLOCK 1101,3/13/2021,7:00:00,8.93,11.48,6.75,86.17,0,153.99,4.91,329.19,1020.16,0.05
BLOCK 1101,3/13/2021,8:00:00,13.97,15.75,11.43,69.61,0,373.07,8.92,325.84,1021.09,0.18
BLOCK 1101,3/13/2021,9:00:00,16.27,17.11,15.58,56.35,0,566.55,12.68,338.24,1021.59,0.31
BLOCK 1101,3/13/2021,10:00:00,17.37,17.86,16.67,51.57,0,717.6,11.8,317.65,1021.95,0.39
BLOCK 1101,3/13/2021,11:00:00,18.54,19.42,17.73,46.47,0,812.17,11.56,322.27,1021.83,0.45
BLOCK 1101,3/13/2021,12:00:00,19.67,20.41,18.85,41.51,0,839.33,10.98,327.17,1021.34,0.51
BLOCK 1101,3/13/2021,13:00:00,20.73,21.52,19.73,37.89,0,800.37,9.15,316.66,1020.41,0.53
BLOCK 1101,3/13/2021,14:00:00,21.41,21.86,20.98,35.72,0,705.22,11.22,312.72,1019.36,0.53
BLOCK 1101,3/13/2021,15:00:00,21.4,22.04,20.77,39.49,0,547.48,14.14,298.98,1018.53,0.47
BLOCK 1101,3/13/2021,16:00:00,20.28,21,19.5,43.61,0,355.13,18.12,288.32,1017.76,0.39
BLOCK 1101,3/13/2021,17:00:00,17.96,19.47,16.5,48.11,0,149.38,17.74,288.79,1017.33,0.28
BLOCK 1101,3/13/2021,18:00:00,14.61,16.5,13.27,56.23,0,22.38,12.87,287.38,1017.33,0.16
BLOCK 1101,3/13/2021,19:00:00,11.97,13.33,10.36,71.4,0,0.09,10.06,288.09,1017.35,0.07
BLOCK 1101,3/13/2021,20:00:00,9.88,10.44,9.32,82.28,0,0.03,7.6,290.41,1017.38,0.05
BLOCK 1101,3/13/2021,21:00:00,9.34,9.48,9.07,85.72,0,0.09,8.39,302.58,1017.61,0.04
BLOCK 1101,3/13/2021,22:00:00,9.13,9.52,8.77,87.17,0,0.1,7.68,308.18,1017.76,0.04
BLOCK 1101,3/13/2021,23:00:00,10.07,10.77,8.93,81.23,0,0.09,8.87,331.64,1018.06,0.06
BLOCK 1101,3/14/2021,0:00:00,9.43,10.7,8.33,80.52,0,0.07,7.56,2.59,1018.22,0.03
BLOCK 1101,3/14/2021,1:00:00,8.02,8.48,6.98,82.41,0,0.03,5.44,3.31,1017.89,0.01
BLOCK 1101,3/14/2021,2:00:00,5.9,6.96,4.93,89.98,0,0.08,2.44,318.21,1017.36,0
BLOCK 1101,3/14/2021,3:00:00,5.25,6.09,4.86,91.35,0,0.1,3.49,357.59,1017.1,0
BLOCK 1101,3/14/2021,4:00:00,4.99,5.98,4.2,90.12,0,0.07,4.33,338.1,1017,0
BLOCK 1101,3/14/2021,5:00:00,7.23,8.41,5.98,78.42,0,0.06,9.77,351.85,1017,0.04
BLOCK 1101,3/14/2021,6:00:00,8.39,8.85,7.98,71.26,0,4.09,10.81,345.84,1017.14,0.06
BLOCK 1101,3/14/2021,7:00:00,10.42,12.06,8.43,63.55,0,161.94,10.21,347.55,1017.57,0.13
BLOCK 1101,3/14/2021,8:00:00,14.13,15.61,12.04,54.67,0,379.72,11.26,342.21,1017.85,0.24
BLOCK 1101,3/14/2021,9:00:00,17.11,18.99,15.61,47.09,0,580.85,12.05,348.7,1018.01,0.36
BLOCK 1101,3/14/2021,10:00:00,19.8,20.86,18.5,37.9,0,732.2,14.91,350.87,1017.64,0.5
BLOCK 1101,3/14/2021,11:00:00,21.51,22.16,20.67,29.72,0,829.33,16.04,348.64,1017.05,0.61
BLOCK 1101,3/14/2021,12:00:00,22.63,23.33,21.95,31.71,0,856.17,13.38,326.54,1016.13,0.63
BLOCK 1101,3/14/2021,13:00:00,23.58,24.27,23.03,33.32,0,817.22,11.93,307.23,1015.01,0.63
BLOCK 1101,3/14/2021,14:00:00,23.54,24.41,22.87,35.81,0,710.37,17.69,289.56,1014.13,0.6
BLOCK 1101,3/14/2021,15:00:00,22.41,23.62,21.47,40.7,0,543.73,20.26,290.67,1013.61,0.5
BLOCK 1101,3/14/2021,16:00:00,20.7,21.66,19.62,44.64,0,341.52,22.68,287.42,1013.41,0.41
BLOCK 1101,3/14/2021,17:00:00,18.83,19.72,17.73,49.03,0,149.43,18.83,289.45,1013.15,0.3
BLOCK 1101,3/14/2021,18:00:00,16.05,17.73,14.23,58.84,0,23.06,13.29,298.84,1012.85,0.16
BLOCK 1101,3/14/2021,19:00:00,12.97,14.23,11.61,70.19,0,0.07,7.21,300.32,1012.8,0.06
BLOCK 1101,3/14/2021,20:00:00,11.36,11.72,10.92,72.39,0,0.05,3.39,280.88,1013.11,0.06
BLOCK 1101,3/14/2021,21:00:00,10.03,10.91,9.59,83.24,0,0.06,6.77,304.36,1013.05,0.05
BLOCK 1101,3/14/2021,22:00:00,10.24,11.05,9.88,86.28,0,0.1,4.31,328.45,1012.83,0.04
BLOCK 1101,3/14/2021,23:00:00,8.86,10.48,8.29,89.78,0,0.1,3.56,1.28,1012.82,0.03
BLOCK 1101,3/15/2021,0:00:00,8.33,8.79,7.82,91.32,0,0.07,4.33,344.15,1012.76,0
BLOCK 1101,3/15/2021,1:00:00,7.67,8.77,6.31,90.87,0,0.04,4.16,355.58,1012.42,0
BLOCK 1101,3/15/2021,2:00:00,7.32,8.41,6.43,90.37,0,0.08,4.52,17.07,1011.8,0
BLOCK 1101,3/15/2021,3:00:00,6.73,7.2,5.07,86.53,0,0.09,4.32,343.46,1011.29,0
BLOCK 1101,3/15/2021,4:00:00,5.26,6.07,4.78,90.83,0,0.11,1.99,338.23,1010.91,0
BLOCK 1101,3/15/2021,5:00:00,5.89,6.81,4.96,85.73,0,0.07,0.79,256.58,1010.91,0
BLOCK 1101,3/15/2021,6:00:00,5.38,5.68,4.98,87.15,0,4.51,1.91,329.23,1011.35,0
BLOCK 1101,3/15/2021,7:00:00,9.31,14.29,5.4,78.54,0,164.22,1.24,319.04,1011.76,0.06
BLOCK 1101,3/15/2021,8:00:00,15.41,17.45,13.76,60.99,0,385.03,2.9,18.89,1012.2,0.21
BLOCK 1101,3/15/2021,9:00:00,19.68,20.72,17.44,49.03,0,577.72,3.26,309.51,1012.61,0.37
BLOCK 1101,3/15/2021,10:00:00,22.23,23.76,20.36,43.02,0,727.37,5.56,294.07,1012.68,0.5
BLOCK 1101,3/15/2021,11:00:00,25.55,27.68,23.54,30.42,0,819.02,3.45,273.4,1012.19,0.61
BLOCK 1101,3/15/2021,12:00:00,27.43,28.21,26.39,26.78,0,850,3.9,233.64,1011.59,0.68
BLOCK 1101,3/15/2021,13:00:00,27.58,28.26,26.8,26.25,0,813.4,6.8,255,1010.98,0.71
BLOCK 1101,3/15/2021,14:00:00,27.89,29.07,27.19,28.98,0,680.87,7.94,241.28,1010.21,0.65
BLOCK 1101,3/15/2021,15:00:00,27.27,28.27,26.26,28.12,0,480.1,12.86,255.48,1009.84,0.63
BLOCK 1101,3/15/2021,16:00:00,26.1,26.8,25.54,28.47,0,304.7,12.22,262.44,1009.63,0.53
BLOCK 1101,3/15/2021,17:00:00,24.44,26.2,23.13,33.04,0,174.02,9.4,269.05,1009.57,0.38
BLOCK 1101,3/15/2021,18:00:00,19.76,23.76,17.91,52.22,0,10.54,2.59,269.41,1009.61,0.05
BLOCK 1101,3/15/2021,19:00:00,16.75,17.91,15.97,64.36,0,0.05,2.94,246.38,1009.85,0.03
BLOCK 1101,3/15/2021,20:00:00,16.5,16.84,15.96,61.53,0,0.03,1.9,223.44,1010.12,0.07
BLOCK 1101,3/15/2021,21:00:00,16.02,16.77,15.04,61.97,0,0.02,0.99,251.07,1009.94,0.05
BLOCK 1101,3/15/2021,22:00:00,15.42,16.06,14.83,63.12,0,0.04,0.7,131.21,1009.79,0.04
BLOCK 1101,3/15/2021,23:00:00,14.61,15.6,13.73,69.09,0,0.06,1.73,134.67,1009.69,0.05
BLOCK 1101,3/16/2021,0:00:00,13.36,14.07,12.21,78.03,0,0.08,1.59,128.65,1009.65,0
BLOCK 1101,3/16/2021,1:00:00,12.93,13.55,12.2,81.55,0,0.06,3.82,143.44,1009.41,0.01
BLOCK 1101,3/16/2021,2:00:00,12.45,13.71,11.25,82.24,0,0.04,2.45,34.53,1008.89,0
BLOCK 1101,3/16/2021,3:00:00,11.92,12.53,11,85.3,0,0.03,1.35,59.52,1008.72,0
BLOCK 1101,3/16/2021,4:00:00,11.85,12.54,11.23,83.42,0,0.06,1.39,109.64,1008.6,0
BLOCK 1101,3/16/2021,5:00:00,10.52,11.82,9.76,88.27,0,0.09,0.22,170.81,1009.03,0
BLOCK 1101,3/16/2021,6:00:00,10.11,10.81,9.42,86.38,0,3.84,2.68,307.98,1009.83,0
BLOCK 1101,3/16/2021,7:00:00,12.35,14.63,9.38,84.18,0,166.75,3.7,306.31,1010.51,0.07
BLOCK 1101,3/16/2021,8:00:00,16.17,17.95,14.65,80.88,0,300.05,12.64,296.05,1011.04,0.14
BLOCK 1101,3/16/2021,9:00:00,18.88,19.92,17.74,68.72,0,415.59,13.66,305.03,1011.5,0.25
BLOCK 1101,3/16/2021,10:00:00,20.19,20.8,19.64,63.13,0,703.43,16.57,297.92,1011.82,0.37
BLOCK 1101,3/16/2021,11:00:00,21.67,22.61,20.55,56.41,0,798.68,13.12,300.83,1011.98,0.46
BLOCK 1101,3/16/2021,12:00:00,22.91,23.99,22.27,49.5,0,831.33,11.65,293.3,1011.59,0.53
BLOCK 1101,3/16/2021,13:00:00,23.19,24.24,22.57,48.78,0,651.29,13.69,289.25,1011.18,0.48
BLOCK 1101,3/16/2021,14:00:00,23.94,24.9,23.09,41.8,0,603.68,13.25,280.19,1010.63,0.52
BLOCK 1101,3/16/2021,15:00:00,23.56,24.06,22.95,43.02,0,542.48,15.72,272.06,1010.34,0.5
BLOCK 1101,3/16/2021,16:00:00,21.83,23.35,20.56,48.45,0,354.58,15.35,286.97,1010.38,0.38
BLOCK 1101,3/16/2021,17:00:00,19.93,20.81,18.97,52.88,0,161.1,13.73,282.42,1010.62,0.27
BLOCK 1101,3/16/2021,18:00:00,16.51,19.12,14.19,63.83,0,24.48,7.91,280.6,1010.9,0.11
BLOCK 1101,3/16/2021,19:00:00,13.6,14.59,12.64,72.76,0,0.05,4.3,285.54,1010.97,0.03
BLOCK 1101,3/16/2021,20:00:00,11.27,12.62,10.18,80.62,0,0.08,4.37,283.53,1011.55,0.05
BLOCK 1101,3/16/2021,21:00:00,10.17,10.83,9.64,85.15,0,0.05,3.08,197.01,1011.81,0.04
BLOCK 1101,3/16/2021,22:00:00,9.63,10.77,8.46,85.7,0,0.07,2.87,122.17,1012.29,0.03
BLOCK 1101,3/16/2021,23:00:00,8.53,9.32,7.8,88.88,0,0.1,2.61,174.86,1012.27,0.03
BLOCK 1101,3/17/2021,0:00:00,8.79,9.2,8.31,88.48,0,0.09,2.3,150.18,1012.1,0
BLOCK 1101,3/17/2021,1:00:00,7.64,8.42,6.23,89.8,0,0.05,1.08,99.97,1011.78,0
BLOCK 1101,3/17/2021,2:00:00,6.97,7.68,6.39,93.57,0,0.07,2.01,32.5,1011.57,0
BLOCK 1101,3/17/2021,3:00:00,7.13,7.71,6.47,92.17,0,0.08,1.48,57.93,1011.31,0
BLOCK 1101,3/17/2021,4:00:00,6.17,7.3,4.61,94.05,0,0.12,1.68,53.01,1011.31,0
BLOCK 1101,3/17/2021,5:00:00,5.1,5.7,3.59,96.05,0,0.1,2.27,344.45,1011.74,0
BLOCK 1101,3/17/2021,6:00:00,4.34,5.38,3.44,97.08,0,6.67,1.6,11.15,1012.2,0
BLOCK 1101,3/17/2021,7:00:00,7.27,10.96,3.74,94.83,0,155.19,1.97,340.86,1012.8,0.04
BLOCK 1101,3/17/2021,8:00:00,13.7,15.27,10.96,81.09,0,391.82,4.96,299.54,1013.21,0.16
BLOCK 1101,3/17/2021,9:00:00,16.79,18.8,15.23,63.44,0,586.63,9.31,307.61,1013.52,0.3
BLOCK 1101,3/17/2021,10:00:00,19.92,21.15,18.74,50.42,0,736.72,9.71,291,1013.65,0.44
BLOCK 1101,3/17/2021,11:00:00,22.01,23.27,20.87,45.45,0,832.17,10.16,303.92,1013.28,0.54
BLOCK 1101,3/17/2021,12:00:00,23.71,24.82,22.91,42.09,0,863.5,10.6,311.62,1012.37,0.6
BLOCK 1101,3/17/2021,13:00:00,25.3,26.12,24.61,37.63,0,827.73,9.1,307.76,1011.51,0.64
BLOCK 1101,3/17/2021,14:00:00,26.83,27.77,25.9,33.82,0,720.52,10.89,275.68,1010.64,0.66
BLOCK 1101,3/17/2021,15:00:00,25.47,26.75,24.01,36.01,0,557.02,20.31,266.18,1010.18,0.61
BLOCK 1101,3/17/2021,16:00:00,23.27,24.45,21.87,39.42,0,364.45,21.62,270.14,1010.14,0.49
BLOCK 1101,3/17/2021,17:00:00,20.36,21.85,19.11,48.17,0,161.95,18.86,284.29,1010.23,0.33
BLOCK 1101,3/17/2021,18:00:00,17.44,19.1,15.73,58.66,0,24.41,13,277.23,1010.38,0.17
BLOCK 1101,3/17/2021,19:00:00,14.75,15.78,13.73,72.81,0,0.05,12.89,282.41,1010.77,0.09
BLOCK 1101,3/17/2021,20:00:00,13.08,13.73,12.57,83.15,0,0.03,9.02,286.56,1011.22,0.06
BLOCK 1101,3/17/2021,21:00:00,11.73,12.56,11.1,87.53,0,0.09,4.15,295.62,1011.69,0.04
BLOCK 1101,3/17/2021,22:00:00,11.29,11.64,10.89,89.02,0,0.05,1.35,5.89,1011.99,0.02
BLOCK 1101,3/17/2021,23:00:00,10.27,11.26,9.5,88.28,0,0.03,1.69,110.52,1012.36,0.03
BLOCK 1101,3/18/2021,0:00:00,9.5,9.97,8.89,88.63,0,0.1,1.3,119.4,1012.35,0
BLOCK 1101,3/18/2021,1:00:00,8.49,9.03,7.87,90.65,0,0.08,2.03,96.26,1012.01,0
BLOCK 1101,3/18/2021,2:00:00,7.78,8.43,5.76,92.17,0,0.04,1.49,113.74,1011.55,0
BLOCK 1101,3/18/2021,3:00:00,6.14,6.67,5.42,95.18,0,0.09,1.23,4.86,1011.25,0
BLOCK 1101,3/18/2021,4:00:00,5.96,6.7,4.25,96.25,0,0.1,1.42,35.51,1011.34,0
BLOCK 1101,3/18/2021,5:00:00,4.75,5.36,4.11,96.97,0,0.11,0.89,337.14,1011.89,0
BLOCK 1101,3/18/2021,6:00:00,4.65,5.71,3.72,97.55,0,6.99,2.63,5.95,1012.5,0
BLOCK 1101,3/18/2021,7:00:00,8.69,11.57,5.47,95.08,0,184.22,1.85,20.21,1012.98,0.05
BLOCK 1101,3/18/2021,8:00:00,14.47,16.53,11.58,80.95,0,403.27,3.52,313.93,1013.8,0.18
BLOCK 1101,3/18/2021,9:00:00,18.7,20.02,16.52,61.74,0,596.62,4.43,293.09,1014.01,0.34
BLOCK 1101,3/18/2021,10:00:00,21.23,23.01,19.8,52.47,0,745.42,7.89,296.9,1014.08,0.46
BLOCK 1101,3/18/2021,11:00:00,23.33,24.39,22.46,48.35,0,837.5,8.52,307.6,1013.73,0.55
BLOCK 1101,3/18/2021,12:00:00,24.98,26.05,24.17,46.09,0,862.67,10.97,294.83,1013.34,0.61
BLOCK 1101,3/18/2021,13:00:00,25.72,26.55,25.28,44.08,0,825.5,13.17,288.18,1012.65,0.62
BLOCK 1101,3/18/2021,14:00:00,25.71,26.49,25.27,42.54,0,726.4,13.88,287.3,1011.93,0.6
BLOCK 1101,3/18/2021,15:00:00,24.8,25.5,24.4,42.3,0,572.13,15.46,290.43,1011.53,0.54
BLOCK 1101,3/18/2021,16:00:00,24.04,24.63,23.33,39.31,0,376.95,15.64,286.11,1011.25,0.48
BLOCK 1101,3/18/2021,17:00:00,21.97,23.36,20.6,44.5,0,170.32,13.98,288.05,1011.17,0.34
BLOCK 1101,3/18/2021,18:00:00,17.69,20.59,14.65,57.9,0,27.09,7.34,286.66,1011.25,0.13
BLOCK 1101,3/18/2021,19:00:00,13.41,14.65,11.56,70.48,0,0.05,3.03,273.2,1011.46,0.02
BLOCK 1101,3/18/2021,20:00:00,11.32,11.9,10.89,79.53,0,0.07,1.92,236.27,1011.79,0.04
BLOCK 1101,3/18/2021,21:00:00,11.24,11.59,10.93,80.8,0,0.04,2.62,145.49,1011.88,0.04
BLOCK 1101,3/18/2021,22:00:00,9.97,11.53,8.85,85.02,0,0.06,1.82,120.76,1012.14,0.03
BLOCK 1101,3/18/2021,23:00:00,9.61,10.19,9.05,87.63,0,0.11,2.91,117.4,1012.25,0.03
BLOCK 1101,3/19/2021,0:00:00,8.5,9.2,7.06,89.83,0,0.1,1.92,117.92,1012.26,0
BLOCK 1101,3/19/2021,1:00:00,7.04,7.69,6.39,93.68,0,0.06,1.23,35.57,1012.31,0
BLOCK 1101,3/19/2021,2:00:00,7.72,7.92,7.1,94.5,0,0.06,2.19,45.56,1011.95,0
BLOCK 1101,3/19/2021,3:00:00,5.76,7.08,5.27,94.6,0,0.08,2.32,305.24,1011.52,0
BLOCK 1101,3/19/2021,4:00:00,7.84,8.15,7.04,94.07,0,0.08,2.93,44.84,1011.17,0
BLOCK 1101,3/19/2021,5:00:00,6.9,8.05,4.95,91.57,0,0.07,1.69,50.24,1011.4,0
BLOCK 1101,3/19/2021,6:00:00,6.01,6.55,5.1,94.1,0,7.09,1.32,91,1012.1,0
BLOCK 1101,3/19/2021,7:00:00,11.33,15.74,6.55,81.61,0,186.5,1.25,95.33,1012.38,0.07
BLOCK 1101,3/19/2021,8:00:00,17.13,20.17,15.32,67.55,0,401.07,1.19,152.48,1013.03,0.22
BLOCK 1101,3/19/2021,9:00:00,21.27,22.75,19.9,54.27,0,472,1.04,236.86,1013.24,0.29
BLOCK 1101,3/19/2021,10:00:00,23.74,25.11,22.47,47.39,0,685.58,3.55,244.99,1013.32,0.48
BLOCK 1101,3/19/2021,11:00:00,25.79,26.75,25.01,45,0,830.17,7,261.66,1012.93,0.61
BLOCK 1101,3/19/2021,12:00:00,27,28.38,25.33,43.22,0,860.67,9.76,290.88,1012.37,0.66
BLOCK 1101,3/19/2021,13:00:00,28.23,29.42,27.57,38.14,0,825.58,12.2,279.77,1011.77,0.72
BLOCK 1101,3/19/2021,14:00:00,29.05,29.64,28.39,35.72,0,725.48,14.67,258.61,1011.08,0.73
BLOCK 1101,3/19/2021,15:00:00,28.47,28.99,27.85,35.27,0,571.6,15.96,261.14,1010.8,0.67
BLOCK 1101,3/19/2021,16:00:00,25.8,28.07,24.38,41.96,0,372.4,15.15,281.1,1010.72,0.49
BLOCK 1101,3/19/2021,17:00:00,24.29,25,23.33,42.29,0,154.32,10.61,272.89,1010.79,0.34
BLOCK 1101,3/19/2021,18:00:00,20.45,23.37,16.94,52.55,0,27.3,5.5,263.79,1010.83,0.13
BLOCK 1101,3/19/2021,19:00:00,15.78,16.94,14.68,67.84,0,0.07,4.19,257.76,1011.04,0.04
BLOCK 1101,3/19/2021,20:00:00,15,15.65,13.88,69.27,0,0.02,2.01,123.74,1011.41,0.06
BLOCK 1101,3/19/2021,21:00:00,13.9,14.43,13.18,73.72,0,0.04,3.56,119.26,1011.84,0.06
BLOCK 1101,3/19/2021,22:00:00,13.19,14.09,12.34,74.82,0,0.08,3.48,106,1012.01,0.06
BLOCK 1101,3/19/2021,23:00:00,11.64,12.86,10.77,82.8,0,0.05,3.64,143.63,1012.39,0.04
BLOCK 1101,3/20/2021,0:00:00,10.77,11.4,10.08,91.75,0,0.05,5.24,163.7,1012.52,0
BLOCK 1101,3/20/2021,1:00:00,10.36,10.73,9.81,93.15,0,0.08,2.46,153.98,1012.45,0
BLOCK 1101,3/20/2021,2:00:00,9.81,10.22,9.49,93.93,0,0.09,4.14,54.11,1011.95,0
BLOCK 1101,3/20/2021,3:00:00,9.98,10.71,9.56,93.73,0,0.09,4.66,64.29,1011.34,0
BLOCK 1101,3/20/2021,4:00:00,9.53,10.55,8.08,92.28,0,0.1,2.45,43.16,1011.42,0
BLOCK 1101,3/20/2021,5:00:00,9.14,9.79,7.76,93.53,0,0.06,3.76,55.87,1011.77,0
BLOCK 1101,3/20/2021,6:00:00,9.51,10.01,9.05,87.9,0,8.17,2.24,90.83,1012.09,0
BLOCK 1101,3/20/2021,7:00:00,12.27,15.09,9.02,82.28,0,188.72,1.56,19.39,1012.3,0.07
BLOCK 1101,3/20/2021,8:00:00,17.8,21.15,14.95,66.28,0,399.43,2.27,333.17,1012.89,0.23
BLOCK 1101,3/20/2021,9:00:00,22.75,24.23,21.07,47.45,0,591.47,3.07,5.53,1013.24,0.41
BLOCK 1101,3/20/2021,10:00:00,25.57,26.82,24.2,42.19,0,736.82,3.45,345.96,1013.09,0.54
BLOCK 1101,3/20/2021,11:00:00,27.7,28.7,26.28,38.42,0,827.07,8.23,266.53,1012.92,0.68
BLOCK 1101,3/20/2021,12:00:00,28.9,29.76,28.01,40.04,0,852.83,11.2,256.94,1012.25,0.73
BLOCK 1101,3/20/2021,13:00:00,30.12,30.75,29.29,35.91,0,813.83,14.8,263.67,1011.33,0.79
BLOCK 1101,3/20/2021,14:00:00,29.33,30.51,27.86,31.38,0,686,15.42,279.23,1010.5,0.76
BLOCK 1101,3/20/2021,15:00:00,29.2,29.94,28.52,30.5,0,571.27,18.06,283.84,1009.81,0.75
BLOCK 1101,3/20/2021,16:00:00,28.68,29.07,27.94,37.38,0,366.85,13.53,274.01,1009.31,0.56
BLOCK 1101,3/20/2021,17:00:00,27.51,28.49,26.19,39.33,0,167.62,10.44,267.29,1008.9,0.41
BLOCK 1101,3/20/2021,18:00:00,22.75,26.21,19.1,48.1,0,26.29,7.05,279.31,1008.67,0.19
BLOCK 1101,3/20/2021,19:00:00,17.9,19.12,15.82,60.46,0,0.04,4.77,302.6,1008.72,0.07
BLOCK 1101,3/20/2021,20:00:00,15.89,16.58,15.25,67.27,0,0.04,4.32,283.04,1009.05,0.09
BLOCK 1101,3/20/2021,21:00:00,14.65,15.26,14.4,71.97,0,0.02,4.25,272.98,1009.75,0.08
BLOCK 1101,3/20/2021,22:00:00,15.28,15.82,14.64,65.72,0,0.03,2.88,35.98,1009.84,0.08
BLOCK 1101,3/20/2021,23:00:00,12.7,14.77,11.9,83.48,0,0.06,2.75,200.52,1010,0.04
BLOCK 1101,3/21/2021,0:00:00,12.6,13.71,12.08,81.82,0,0.07,2.32,126.86,1009.89,0
BLOCK 1101,3/21/2021,1:00:00,12.52,12.9,12.06,81.6,0,0.06,2.66,127.55,1009.86,0
BLOCK 1101,3/21/2021,2:00:00,11.59,12.5,10.3,85.28,0,0.04,1.81,56.65,1009.14,0
BLOCK 1101,3/21/2021,3:00:00,10.95,12.1,10.15,87.23,0,0.05,1.41,52.7,1008.88,0
BLOCK 1101,3/21/2021,4:00:00,10.72,11.24,10.3,90.68,0,0.09,0.79,162.64,1009.21,0
BLOCK 1101,3/21/2021,5:00:00,10,10.73,8.94,91.83,0,0.11,0.68,191.84,1009.71,0
BLOCK 1101,3/21/2021,6:00:00,10.39,12.38,9.7,89.72,0,12.77,1.51,106.57,1010.11,0
BLOCK 1101,3/21/2021,7:00:00,13.8,15.91,12.38,80.71,0,90,1.97,99.95,1010.7,0.03
BLOCK 1101,3/21/2021,8:00:00,18.87,21.24,15.93,65.71,0,377.1,3.19,123.46,1011.33,0.23
BLOCK 1101,3/21/2021,9:00:00,23.32,24.99,21.3,56.72,0,629.85,5.43,157.13,1011.66,0.42
BLOCK 1101,3/21/2021,10:00:00,25.85,27.18,24.4,48.6,0,478.9,3.68,141.63,1011.18,0.38
BLOCK 1101,3/21/2021,11:00:00,28.32,29.84,25.78,44.96,0,771.63,5.44,228.8,1011.26,0.61
BLOCK 1101,3/21/2021,12:00:00,30.63,31.74,29.22,42.4,0,853.77,10.04,262.82,1010.92,0.74
BLOCK 1101,3/21/2021,13:00:00,31.84,32.95,30.68,37.05,0,807.38,9.17,275.82,1010.1,0.77
BLOCK 1101,3/21/2021,14:00:00,30.17,30.8,29.11,36.69,0,717.78,14.34,290.51,1009.46,0.75
BLOCK 1101,3/21/2021,15:00:00,29.18,30.74,27.7,36.47,0,428.2,13.51,288.27,1008.89,0.6
BLOCK 1101,3/21/2021,16:00:00,28.45,29.69,27.06,40.43,0,369.28,11.84,289.72,1008.57,0.52
BLOCK 1101,3/21/2021,17:00:00,25.63,27.06,24.13,47.18,0,122.74,8.26,286.44,1008.75,0.28
BLOCK 1101,3/21/2021,18:00:00,22.59,24.32,21.02,54.68,0,18.27,9.45,292.28,1009.75,0.2
BLOCK 1101,3/21/2021,19:00:00,19.69,21.02,18.54,66.17,0,0.03,2.15,289.85,1009.7,0.01
BLOCK 1101,3/21/2021,20:00:00,19.24,20.23,17.82,71.94,0,0.01,1.95,171.77,1009.32,0.06
BLOCK 1101,3/21/2021,21:00:00,18.47,19.2,17.89,75.71,0,0.06,2.23,113.67,1009.35,0.06
BLOCK 1101,3/21/2021,22:00:00,16.79,17.89,16.04,82.38,0,0.03,2.57,275.89,1010.16,0.05
BLOCK 1101,3/21/2021,23:00:00,16.91,17.17,16.65,78.61,0,0.04,7.29,295.98,1010.19,0.08
BLOCK 1101,3/22/2021,0:00:00,16.52,16.82,15.97,81.36,0,0.02,5.62,299.19,1010.09,0.03
BLOCK 1101,3/22/2021,1:00:00,16.1,16.31,15.84,81.48,0,0.03,7.64,294.08,1009.92,0.04
BLOCK 1101,3/22/2021,2:00:00,15.9,16.31,15.32,71,0,0.03,7.02,298.02,1009.82,0.07
BLOCK 1101,3/22/2021,3:00:00,15.5,15.94,14.83,60.47,0,0.03,9.5,291.86,1009.56,0.12
BLOCK 1101,3/22/2021,4:00:00,13.49,14.92,12.16,66.45,0,0.05,8.14,301.43,1009.97,0.08
